condition,family,model,layer,head,selection_rho,selection_p,n_selection,selection_p_fdr
natural,gpt2,gpt2-large,35,12,-0.27478260869565213,0.19378063586855726,24,0.5471453248053382
natural,gpt2,gpt2-large,34,18,-0.27304347826086955,0.1967307228902543,24,0.5490159708565236
natural,gpt2,gpt2-large,32,16,-0.2713043478260869,0.19971124015805522,24,0.550927559056704
natural,gpt2,gpt2-large,26,17,-0.2695652173913043,0.20272227336292592,24,0.5528789273534344
natural,gpt2,gpt2-large,35,0,-0.2669565217391304,0.20729622036281845,24,0.5531532713700927
natural,gpt2,gpt2-large,30,16,-0.26608695652173914,0.20883621481010178,24,0.5531532713700927
natural,gpt2,gpt2-large,33,9,-0.2643478260869565,0.21193927878705082,24,0.5531532713700927
natural,gpt2,gpt2-large,26,6,-0.2626086956521739,0.21507317009837812,24,0.5531532713700927
natural,gpt2,gpt2-large,31,14,-0.2617391304347826,0.21665169795328632,24,0.5531532713700927
natural,gpt2,gpt2-large,28,3,-0.25913043478260867,0.22143371075635887,24,0.5576080453294836
natural,gpt2,gpt2-large,24,5,-0.2582608695652174,0.22304321813179345,24,0.5576080453294836
natural,gpt2,gpt2-large,25,15,-0.25565217391304346,0.22791835585505182,24,0.5581674020940044
natural,gpt2,gpt2-large,31,17,-0.25565217391304346,0.22791835585505182,24,0.5581674020940044
natural,gpt2,gpt2-large,28,11,-0.25130434782608696,0.23619938811607974,24,0.5709096546473122
natural,gpt2,gpt2-large,33,10,-0.2504347826086956,0.23787902276971346,24,0.5709096546473122
natural,gpt2,gpt2-large,31,19,-0.248695652173913,0.2412617668879545,24,0.5732952876545453
natural,gpt2,gpt2-large,26,5,-0.23826086956521736,0.26221750952163636,24,0.6092652951088441
natural,gpt2,gpt2-large,30,0,-0.23739130434782607,0.26401496121383244,24,0.6092652951088441
natural,gpt2,gpt2-large,33,2,-0.23391304347826083,0.27128359982868233,24,0.618385983237352
natural,gpt2,gpt2-large,28,9,-0.23304347826086955,0.27312047592983046,24,0.618385983237352
natural,gpt2,gpt2-large,34,8,-0.2252173913043478,0.2900074275938717,24,0.6470022857281202
natural,gpt2,gpt2-large,35,19,-0.22347826086956518,0.2938468714348546,24,0.6470022857281202
natural,gpt2,gpt2-large,33,0,-0.2217391304347826,0.29771785747175966,24,0.64792470103821
natural,gpt2,gpt2-large,30,11,-0.2208695652173913,0.29966517423017214,24,0.64792470103821
natural,gpt2,gpt2-large,33,14,-0.21826086956521737,0.30555439158449416,24,0.6531678808118386
natural,gpt2,gpt2-large,33,8,-0.21478260869565213,0.31351686150284375,24,0.6542960587885435
natural,gpt2,gpt2-large,24,11,-0.21304347826086956,0.31754525245129134,24,0.6555069675340952
natural,gpt2,gpt2-large,33,5,-0.21043478260869564,0.3236466869695016,24,0.6555069675340952
natural,gpt2,gpt2-large,25,19,-0.20869565217391303,0.3277534837670476,24,0.6555069675340952
natural,gpt2,gpt2-large,28,17,-0.20869565217391303,0.3277534837670476,24,0.6555069675340952
natural,gpt2,gpt2-large,27,18,-0.2052173913043478,0.3360608896745527,24,0.6639246763705099
natural,gpt2,gpt2-large,29,15,-0.20434782608695648,0.33815724851317563,24,0.6639246763705099
natural,gpt2,gpt2-large,30,13,-0.20347826086956516,0.3402613966398863,24,0.6639246763705099
natural,gpt2,gpt2-large,27,10,-0.2008695652173913,0.3466205027349787,24,0.6696110068292073
natural,gpt2,gpt2-large,28,15,-0.19652173913043475,0.35737406951590356,24,0.6807125133636258
natural,gpt2,gpt2-large,34,6,-0.18608695652173912,0.38396703397174836,24,0.7230440134852801
natural,gpt2,gpt2-large,25,2,-0.1843478260869565,0.3885058997417008,24,0.7230440134852801
natural,gpt2,gpt2-large,24,2,-0.1826086956521739,0.393074993112294,24,0.7230440134852801
natural,gpt2,gpt2-large,35,15,-0.18086956521739128,0.39767420741690407,24,0.7230440134852801
natural,gpt2,gpt2-large,28,2,-0.18086956521739128,0.39767420741690407,24,0.7230440134852801
natural,gpt2,gpt2-large,31,7,-0.18086956521739128,0.39767420741690407,24,0.7230440134852801
natural,gpt2,gpt2-large,26,12,-0.1782608695652174,0.4046292620718748,24,0.7276502840737789
natural,gpt2,gpt2-large,26,0,-0.17652173913043476,0.4093032847915006,24,0.7276502840737789
natural,gpt2,gpt2-large,24,13,-0.17652173913043476,0.4093032847915006,24,0.7276502840737789
natural,gpt2,gpt2-large,26,2,-0.17478260869565218,0.41400702240858334,24,0.7306006277798529
natural,gpt2,gpt2-large,30,4,-0.17304347826086955,0.4187403495722347,24,0.7335597364769075
natural,gpt2,gpt2-large,27,6,-0.1695652173913043,0.42829525040358907,24,0.7448613050497201
natural,gpt2,gpt2-large,33,11,-0.16695652173913042,0.4355381053206143,24,0.7520082394024995
natural,gpt2,gpt2-large,27,5,-0.1652173913043478,0.4404029231283094,24,0.75261391612835
natural,gpt2,gpt2-large,33,19,-0.16347826086956518,0.4452965670426071,24,0.75261391612835
natural,gpt2,gpt2-large,27,7,-0.16347826086956518,0.4452965670426071,24,0.75261391612835
natural,gpt2,gpt2-large,24,17,-0.15739130434782608,0.46264909166367674,24,0.7706837313638669
natural,gpt2,gpt2-large,25,5,-0.15739130434782608,0.46264909166367674,24,0.7706837313638669
natural,gpt2,gpt2-large,29,12,-0.15565217391304348,0.46767051016381667,24,0.7706837313638669
natural,gpt2,gpt2-large,28,7,-0.15391304347826085,0.47271986689761514,24,0.7706837313638669
natural,gpt2,gpt2-large,28,0,-0.15391304347826085,0.47271986689761514,24,0.7706837313638669
natural,gpt2,gpt2-large,29,17,-0.15304347826086956,0.4752549676743846,24,0.7706837313638669
natural,gpt2,gpt2-large,28,19,-0.14782608695652172,0.49061007074296015,24,0.7849761131887363
natural,gpt2,gpt2-large,29,3,-0.1434782608695652,0.5035926462175362,24,0.8004121529285344
natural,gpt2,gpt2-large,31,16,-0.1408695652173913,0.511462281884675,24,0.8075720240284342
natural,gpt2,gpt2-large,25,4,-0.13652173913043478,0.5247096194478427,24,0.8218886367363986
