condition,family,model,layer,head,selection_rho,selection_p,n_selection,selection_p_fdr
uniform,gpt2,gpt2-large,30,0,0.08434782608695651,0.69516260313585,24,0.9486880446319079
uniform,gpt2,gpt2-large,29,12,0.08521739130434783,0.6921690316499881,24,0.9486880446319079
uniform,gpt2,gpt2-large,33,9,0.08956521739130434,0.6772689468428974,24,0.9486880446319079
uniform,gpt2,gpt2-large,28,18,0.09043478260869564,0.6743027582561099,24,0.9486880446319079
uniform,gpt2,gpt2-large,33,18,0.09478260869565217,0.6595430787691372,24,0.9486880446319079
uniform,gpt2,gpt2-large,27,0,0.09652173913043478,0.6536731719946907,24,0.9486880446319079
uniform,gpt2,gpt2-large,29,11,0.09826086956521737,0.6478231237133648,24,0.9486880446319079
uniform,gpt2,gpt2-large,33,13,0.10695652173913042,0.6188809974331807,24,0.9486880446319079
uniform,gpt2,gpt2-large,34,8,0.10956521739130433,0.610301978528463,24,0.9486880446319079
uniform,gpt2,gpt2-large,30,7,0.11217391304347826,0.6017724532672231,24,0.9486880446319079
uniform,gpt2,gpt2-large,24,1,0.11478260869565216,0.5932933336915411,24,0.9486880446319079
uniform,gpt2,gpt2-large,29,15,0.11826086956521738,0.5820677933682574,24,0.9486880446319079
uniform,gpt2,gpt2-large,33,14,0.11826086956521738,0.5820677933682574,24,0.9486880446319079
uniform,gpt2,gpt2-large,31,15,0.11913043478260868,0.5792759020081251,24,0.9486880446319079
uniform,gpt2,gpt2-large,24,13,0.1226086956521739,0.5681672657020509,24,0.9486880446319079
uniform,gpt2,gpt2-large,33,15,0.1243478260869565,0.5626487416883165,24,0.9486880446319079
uniform,gpt2,gpt2-large,35,11,0.1269565217391304,0.5544163873133454,24,0.9486880446319079
uniform,gpt2,gpt2-large,27,7,0.12869565217391304,0.5489587886992761,24,0.9486880446319079
uniform,gpt2,gpt2-large,26,11,0.12869565217391304,0.5489587886992761,24,0.9486880446319079
uniform,gpt2,gpt2-large,24,7,0.13391304347826086,0.5327356259700111,24,0.9486880446319079
uniform,gpt2,gpt2-large,28,7,0.1408695652173913,0.5114622818846749,24,0.9486880446319079
uniform,gpt2,gpt2-large,32,13,0.14608695652173911,0.4957829296843137,24,0.9369126230254747
uniform,gpt2,gpt2-large,25,19,0.14782608695652172,0.49061007074296015,24,0.9369126230254747
uniform,gpt2,gpt2-large,27,14,0.15130434782608695,0.4803459029793671,24,0.9369126230254747
uniform,gpt2,gpt2-large,27,13,0.15652173913043477,0.46515629787569074,24,0.9369126230254747
uniform,gpt2,gpt2-large,32,7,0.15826086956521737,0.46014891272810604,24,0.9369126230254747
uniform,gpt2,gpt2-large,28,4,0.15826086956521737,0.46014891272810604,24,0.9369126230254747
uniform,gpt2,gpt2-large,34,7,0.17304347826086955,0.41874034957223477,24,0.9369126230254747
uniform,gpt2,gpt2-large,33,12,0.17391304347826084,0.41636999529355606,24,0.9369126230254747
uniform,gpt2,gpt2-large,27,1,0.18086956521739128,0.39767420741690407,24,0.935704017451539
uniform,gpt2,gpt2-large,33,6,0.1826086956521739,0.39307499311229405,24,0.93403958759357
uniform,gpt2,gpt2-large,31,5,0.18347826086956517,0.3907866745462583,24,0.93403958759357
uniform,gpt2,gpt2-large,34,15,0.18347826086956517,0.3907866745462583,24,0.93403958759357
uniform,gpt2,gpt2-large,29,5,0.1869565217391304,0.3817089686350579,24,0.93403958759357
uniform,gpt2,gpt2-large,25,16,0.1878260869565217,0.3794584983173827,24,0.93403958759357
uniform,gpt2,gpt2-large,32,17,0.19913043478260867,0.35089871307688764,24,0.93403958759357
uniform,gpt2,gpt2-large,34,5,0.19913043478260867,0.35089871307688764,24,0.93403958759357
uniform,gpt2,gpt2-large,25,0,0.21478260869565213,0.3135168615028437,24,0.93403958759357
uniform,gpt2,gpt2-large,28,6,0.21478260869565213,0.3135168615028437,24,0.93403958759357
uniform,gpt2,gpt2-large,25,8,0.21826086956521737,0.30555439158449416,24,0.93403958759357
