condition,family,model,layer,head,selection_rho,selection_p,n_selection,selection_p_fdr
uniform,olmo,OLMo-2-0425-1B,11,11,-0.54,0.006453914474239895,24,0.05736812865991017
uniform,olmo,OLMo-2-0425-1B,15,9,-0.528695652173913,0.007905085955029825,24,0.0632406876402386
uniform,olmo,OLMo-2-0425-1B,12,12,-0.5147826086956522,0.010054114049541185,24,0.07312082945120862
uniform,olmo,OLMo-2-0425-1B,11,6,-0.5069565217391303,0.011461586292892808,24,0.07363295493999744
uniform,olmo,OLMo-2-0425-1B,11,7,-0.5043478260869565,0.011965355177749585,24,0.07363295493999744
uniform,olmo,OLMo-2-0425-1B,15,10,-0.4956521739130434,0.013778010050266383,24,0.0787314860015222
uniform,olmo,OLMo-2-0425-1B,15,13,-0.4452173913043478,0.029245989362288102,24,0.13638453282526233
uniform,olmo,OLMo-2-0425-1B,13,6,-0.4434782608695652,0.029959339686467554,24,0.13638453282526233
uniform,olmo,OLMo-2-0425-1B,12,11,-0.4434782608695652,0.029959339686467554,24,0.13638453282526233
uniform,olmo,OLMo-2-0425-1B,11,1,-0.4417391304347826,0.030686519885684025,24,0.13638453282526233
uniform,olmo,OLMo-2-0425-1B,14,12,-0.4269565217391304,0.03745231387529936,24,0.1576939531591552
uniform,olmo,OLMo-2-0425-1B,13,5,-0.41478260869565214,0.04386649848070577,24,0.1704224336905933
uniform,olmo,OLMo-2-0425-1B,13,7,-0.40956521739130425,0.04686616926491315,24,0.1704224336905933
uniform,olmo,OLMo-2-0425-1B,11,3,-0.40956521739130425,0.04686616926491315,24,0.1704224336905933
uniform,olmo,OLMo-2-0425-1B,15,8,-0.4017391304347826,0.05166367606578415,24,0.17969974283751008
uniform,olmo,OLMo-2-0425-1B,15,14,-0.37913043478260866,0.06768466488200442,24,0.22321094414057904
uniform,olmo,OLMo-2-0425-1B,15,4,-0.37652173913043474,0.06975342004393095,24,0.22321094414057904
uniform,olmo,OLMo-2-0425-1B,13,11,-0.3565217391304348,0.08725310458309882,24,0.26846050283625306
uniform,olmo,OLMo-2-0425-1B,14,7,-0.3530434782608695,0.0906054197072354,24,0.26846050283625306
uniform,olmo,OLMo-2-0425-1B,13,0,-0.348695652173913,0.09493011884568243,24,0.2712289109876641
uniform,olmo,OLMo-2-0425-1B,14,13,-0.34521739130434775,0.09849909879561222,24,0.2717216518499648
uniform,olmo,OLMo-2-0425-1B,12,14,-0.31304347826086953,0.1363674584174657,24,0.34184598088025386
uniform,olmo,OLMo-2-0425-1B,11,13,-0.3121739130434782,0.13751802959214357,24,0.34184598088025386
uniform,olmo,OLMo-2-0425-1B,15,2,-0.31130434782608696,0.13867554266987714,24,0.34184598088025386
uniform,olmo,OLMo-2-0425-1B,15,11,-0.3095652173913043,0.14101146711310472,24,0.34184598088025386
uniform,olmo,OLMo-2-0425-1B,12,10,-0.2965217391304348,0.15943245327776348,24,0.37513518418297287
uniform,olmo,OLMo-2-0425-1B,15,0,-0.2869565217391304,0.17397424190366442,24,0.3976554100655187
uniform,olmo,OLMo-2-0425-1B,14,4,-0.2773913043478261,0.1894123670698224,24,0.40795923340748896
uniform,olmo,OLMo-2-0425-1B,15,12,-0.27652173913043476,0.19086089033898035,24,0.40795923340748896
uniform,olmo,OLMo-2-0425-1B,13,13,-0.27478260869565213,0.19378063586855726,24,0.40795923340748896
uniform,olmo,OLMo-2-0425-1B,13,2,-0.2695652173913043,0.20272227336292598,24,0.4158405607444635
uniform,olmo,OLMo-2-0425-1B,11,5,-0.25999999999999995,0.21983196016993545,24,0.4289404100876789
uniform,olmo,OLMo-2-0425-1B,13,15,-0.25999999999999995,0.21983196016993545,24,0.4289404100876789
uniform,olmo,OLMo-2-0425-1B,14,5,-0.25478260869565217,0.2295589641942164,24,0.43323454010224066
uniform,olmo,OLMo-2-0425-1B,11,15,-0.25304347826086954,0.23286356530495436,24,0.43323454010224066
uniform,olmo,OLMo-2-0425-1B,12,15,-0.24260869565217388,0.25334838197246123,24,0.45666207645940166
uniform,olmo,OLMo-2-0425-1B,12,3,-0.24086956521739128,0.25687241800841343,24,0.45666207645940166
uniform,olmo,OLMo-2-0425-1B,12,2,-0.23478260869565212,0.26945461176954527,24,0.458646147692843
uniform,olmo,OLMo-2-0425-1B,14,8,-0.23478260869565212,0.26945461176954527,24,0.458646147692843
uniform,olmo,OLMo-2-0425-1B,15,1,-0.2278260869565217,0.28430742700718314,24,0.47384571167863854
uniform,olmo,OLMo-2-0425-1B,13,9,-0.2078260869565217,0.3298186178055175,24,0.5238781602243338
uniform,olmo,OLMo-2-0425-1B,13,1,-0.20608695652173914,0.3339723271430128,24,0.5238781602243338
uniform,olmo,OLMo-2-0425-1B,14,1,-0.19999999999999998,0.34875573272354554,24,0.536547281113147
uniform,olmo,OLMo-2-0425-1B,12,13,-0.19391304347826085,0.3639188559293712,24,0.5493114806481074
uniform,olmo,OLMo-2-0425-1B,12,1,-0.18869565217391301,0.3772156351847255,24,0.5588379780514452
uniform,olmo,OLMo-2-0425-1B,15,7,-0.18347826086956517,0.3907866745462583,24,0.568416981158194
uniform,olmo,OLMo-2-0425-1B,11,9,-0.17739130434782607,0.40696255139715665,24,0.5813750734245094
uniform,olmo,OLMo-2-0425-1B,11,8,-0.17304347826086955,0.41874034957223477,24,0.5877057537855926
uniform,olmo,OLMo-2-0425-1B,15,15,-0.15739130434782608,0.46264909166367685,24,0.6273208022558331
uniform,olmo,OLMo-2-0425-1B,14,9,-0.15304347826086956,0.4752549676743846,24,0.6336732902325128
uniform,olmo,OLMo-2-0425-1B,13,4,-0.14782608695652172,0.49061007074296015,24,0.6434230435973248
uniform,olmo,OLMo-2-0425-1B,13,8,-0.13999999999999999,0.5140986909290426,24,0.6489984636892357
uniform,olmo,OLMo-2-0425-1B,11,2,-0.13478260869565215,0.5300538865453849,24,0.6489984636892357
uniform,olmo,OLMo-2-0425-1B,14,0,-0.13478260869565215,0.5300538865453849,24,0.6489984636892357
uniform,olmo,OLMo-2-0425-1B,14,10,-0.13391304347826086,0.5327356259700111,24,0.6489984636892357
uniform,olmo,OLMo-2-0425-1B,12,9,-0.13304347826086957,0.5354237325436195,24,0.6489984636892357
uniform,olmo,OLMo-2-0425-1B,12,6,-0.11913043478260868,0.5792759020081251,24,0.6916727188156717
uniform,olmo,OLMo-2-0425-1B,14,14,-0.10869565217391304,0.6131561977406331,24,0.710905736510879
uniform,olmo,OLMo-2-0425-1B,14,15,-0.07826086956521738,0.7162392905010878,24,0.8104418541333237
uniform,olmo,OLMo-2-0425-1B,15,3,-0.07739130434782608,0.7192671455433247,24,0.8104418541333237
uniform,olmo,OLMo-2-0425-1B,12,0,-0.07043478260869565,0.7436342012968032,24,0.8262602236631147
uniform,olmo,OLMo-2-0425-1B,13,3,-0.040869565217391296,0.8496151500324183,24,0.8827170389947203
uniform,olmo,OLMo-2-0425-1B,11,12,-0.01826086956521739,0.9325072970015154,24,0.9443111868369776
uniform,olmo,OLMo-2-0425-1B,13,14,-0.013913043478260868,0.9485530177017848,24,0.9485530177017848
uniform,olmo,OLMo-2-0425-1B,14,6,0.02695652173913043,0.9004982689028821,24,0.9235879681055201
uniform,olmo,OLMo-2-0425-1B,14,2,0.04347826086956521,0.8401329841149333,24,0.8827170389947203
uniform,olmo,OLMo-2-0425-1B,12,5,0.04869565217391304,0.8212344730022532,24,0.87598343786907
uniform,olmo,OLMo-2-0425-1B,12,7,0.050434782608695654,0.8149558189775675,24,0.87598343786907
uniform,olmo,OLMo-2-0425-1B,13,10,0.06608695652173913,0.7589874525518234,24,0.8317670712896695
uniform,olmo,OLMo-2-0425-1B,11,14,0.11130434782608695,0.6046100724044845,24,0.710905736510879
uniform,olmo,OLMo-2-0425-1B,11,0,0.1678260869565217,0.4331165526494355,24,0.5974021415854283
uniform,olmo,OLMo-2-0425-1B,15,5,0.2226086956521739,0.295778422534422,24,0.4829035469949747
uniform,olmo,OLMo-2-1124-13B,32,14,-0.6347826086956522,0.0008620162988746105,24,0.27687896327396894
uniform,olmo,OLMo-2-1124-13B,34,37,-0.6139130434782608,0.0014180303842615035,24,0.27687896327396894
uniform,olmo,OLMo-2-1124-13B,29,26,-0.5782608695652174,0.003077897042102435,24,0.286898625667838
uniform,olmo,OLMo-2-1124-13B,30,18,-0.568695652173913,0.003734522433591378,24,0.286898625667838
uniform,olmo,OLMo-2-1124-13B,38,7,-0.5617391304347825,0.004283140443219152,24,0.286898625667838
uniform,olmo,OLMo-2-1124-13B,27,27,-0.5599999999999999,0.004430427026282591,24,0.286898625667838
uniform,olmo,OLMo-2-1124-13B,32,10,-0.5530434782608695,0.005062933315680416,24,0.286898625667838
uniform,olmo,OLMo-2-1124-13B,29,32,-0.548695652173913,0.005495481886180108,24,0.286898625667838
uniform,olmo,OLMo-2-1124-13B,28,29,-0.5408695652173913,0.006352189578736696,24,0.286898625667838
uniform,olmo,OLMo-2-1124-13B,30,26,-0.5382608695652172,0.006661450969899961,24,0.286898625667838
uniform,olmo,OLMo-2-1124-13B,36,11,-0.5295652173913042,0.00778458960234077,24,0.286898625667838
uniform,olmo,OLMo-2-1124-13B,28,17,-0.5260869565217391,0.008275921894264559,24,0.286898625667838
uniform,olmo,OLMo-2-1124-13B,27,5,-0.5034782608695652,0.012137275539587164,24,0.36588583563042826
uniform,olmo,OLMo-2-1124-13B,35,12,-0.5008695652173912,0.01266527892566867,24,0.36588583563042826
uniform,olmo,OLMo-2-1124-13B,27,26,-0.48521739130434777,0.016244462180402992,24,0.4280975636858167
uniform,olmo,OLMo-2-1124-13B,34,0,-0.4843478260869564,0.016465290910992948,24,0.4280975636858167
uniform,olmo,OLMo-2-1124-13B,27,1,-0.46347826086956523,0.022544972852183126,24,0.4777884405610928
uniform,olmo,OLMo-2-1124-13B,33,23,-0.4626086956521739,0.022833034205313588,24,0.4777884405610928
uniform,olmo,OLMo-2-1124-13B,29,8,-0.45826086956521733,0.02431823300642526,24,0.4777884405610928
uniform,olmo,OLMo-2-1124-13B,31,32,-0.4556521739130434,0.02524605564204541,24,0.4777884405610928
uniform,olmo,OLMo-2-1124-13B,27,15,-0.4530434782608695,0.02620213630425854,24,0.4777884405610928
uniform,olmo,OLMo-2-1124-13B,31,4,-0.4495652173913043,0.027521911769761126,24,0.4777884405610928
uniform,olmo,OLMo-2-1124-13B,33,9,-0.44869565217391305,0.02786004190152475,24,0.4777884405610928
uniform,olmo,OLMo-2-1124-13B,33,33,-0.44869565217391305,0.02786004190152475,24,0.4777884405610928
uniform,olmo,OLMo-2-1124-13B,35,4,-0.44260869565217387,0.030321189497146277,24,0.4777884405610928
uniform,olmo,OLMo-2-1124-13B,35,11,-0.44260869565217387,0.030321189497146277,24,0.4777884405610928
uniform,olmo,OLMo-2-1124-13B,34,22,-0.44260869565217387,0.030321189497146277,24,0.4777884405610928
uniform,olmo,OLMo-2-1124-13B,27,13,-0.4321739130434783,0.034941536627697875,24,0.5026173964159152
uniform,olmo,OLMo-2-1124-13B,28,23,-0.4321739130434783,0.034941536627697875,24,0.5026173964159152
uniform,olmo,OLMo-2-1124-13B,34,26,-0.4313043478260869,0.0353504559247137,24,0.5026173964159152
uniform,olmo,OLMo-2-1124-13B,38,5,-0.41826086956521735,0.041951916181776204,24,0.5593588824236827
uniform,olmo,OLMo-2-1124-13B,29,21,-0.41478260869565214,0.04386649848070577,24,0.5656840682197798
uniform,olmo,OLMo-2-1124-13B,30,31,-0.41130434782608694,0.04584897898373572,24,0.5656840682197798
uniform,olmo,OLMo-2-1124-13B,37,28,-0.4104347826086956,0.04635539124201919,24,0.5656840682197798
uniform,olmo,OLMo-2-1124-13B,28,19,-0.40782608695652167,0.04790092056917194,24,0.5656840682197798
uniform,olmo,OLMo-2-1124-13B,33,32,-0.4060869565217391,0.04895342898055787,24,0.5656840682197798
uniform,olmo,OLMo-2-1124-13B,36,23,-0.4060869565217391,0.04895342898055787,24,0.5656840682197798
uniform,olmo,OLMo-2-1124-13B,34,18,-0.40347826086956523,0.05056591564642587,24,0.5661098051912528
uniform,olmo,OLMo-2-1124-13B,29,24,-0.40086956521739125,0.05221946082129626,24,0.5661098051912528
uniform,olmo,OLMo-2-1124-13B,30,12,-0.39999999999999997,0.05277988140256797,24,0.5661098051912528
uniform,olmo,OLMo-2-1124-13B,33,30,-0.3991304347826086,0.053344962412252665,24,0.5661098051912528
uniform,olmo,OLMo-2-1124-13B,33,31,-0.3956521739130434,0.055652382889228295,24,0.5743308855527012
uniform,olmo,OLMo-2-1124-13B,27,21,-0.39391304347826084,0.05683469551963003,24,0.5743308855527012
uniform,olmo,OLMo-2-1124-13B,36,39,-0.3930434782608695,0.057433088555270115,24,0.5743308855527012
uniform,olmo,OLMo-2-1124-13B,31,18,-0.38869565217391305,0.060498404649825706,24,0.5935692531681013
uniform,olmo,OLMo-2-1124-13B,34,28,-0.3834782608695652,0.06434139809221924,24,0.5985073923977297
uniform,olmo,OLMo-2-1124-13B,34,9,-0.38,0.06700561062998242,24,0.5985073923977297
uniform,olmo,OLMo-2-1124-13B,29,35,-0.37913043478260866,0.06768466488200442,24,0.5985073923977297
uniform,olmo,OLMo-2-1124-13B,36,17,-0.3756521739130434,0.07045361689375705,24,0.6005882095861257
uniform,olmo,OLMo-2-1124-13B,28,22,-0.3643478260869565,0.08005146755932814,24,0.6212949721022483
uniform,olmo,OLMo-2-1124-13B,27,33,-0.36260869565217385,0.08161161940645165,24,0.6240888542846302
uniform,olmo,OLMo-2-1124-13B,38,20,-0.3521739130434782,0.09145834490857088,24,0.6667357277396682
uniform,olmo,OLMo-2-1124-13B,39,38,-0.348695652173913,0.09493011884568243,24,0.6739412022857678
uniform,olmo,OLMo-2-1124-13B,27,29,-0.34695652173913033,0.09670236783045821,24,0.6739412022857678
uniform,olmo,OLMo-2-1124-13B,30,24,-0.34521739130434775,0.09849909879561222,24,0.6739412022857678
uniform,olmo,OLMo-2-1124-13B,33,13,-0.33999999999999997,0.1040379666981944,24,0.6903162534787252
uniform,olmo,OLMo-2-1124-13B,31,12,-0.3391304347826086,0.10498302480093244,24,0.6903162534787252
uniform,olmo,OLMo-2-1124-13B,39,11,-0.3347826086956522,0.1098035359218697,24,0.6903162534787252
uniform,olmo,OLMo-2-1124-13B,30,38,-0.33304347826086955,0.11177657698587243,24,0.6903162534787252
uniform,olmo,OLMo-2-1124-13B,29,29,-0.3321739130434782,0.11277279029569683,24,0.6903162534787252
uniform,olmo,OLMo-2-1124-13B,30,1,-0.3304347826086956,0.11478470741054941,24,0.6903162534787252
uniform,olmo,OLMo-2-1124-13B,32,33,-0.32956521739130434,0.11580045288804075,24,0.6903162534787252
uniform,olmo,OLMo-2-1124-13B,30,5,-0.32695652173913037,0.11888708485840496,24,0.6928140266566905
uniform,olmo,OLMo-2-1124-13B,32,20,-0.32434782608695645,0.12203323885388004,24,0.6928140266566905
uniform,olmo,OLMo-2-1124-13B,28,37,-0.32434782608695645,0.12203323885388004,24,0.6928140266566905
uniform,olmo,OLMo-2-1124-13B,35,1,-0.32260869565217387,0.12416401155590807,24,0.6928140266566905
uniform,olmo,OLMo-2-1124-13B,35,16,-0.32260869565217387,0.12416401155590807,24,0.6928140266566905
uniform,olmo,OLMo-2-1124-13B,30,32,-0.3217391304347825,0.12523945866486327,24,0.6928140266566905
uniform,olmo,OLMo-2-1124-13B,35,33,-0.31478260869565217,0.13408706839947865,24,0.7223169231102491
uniform,olmo,OLMo-2-1124-13B,32,13,-0.31478260869565217,0.13408706839947865,24,0.7223169231102491
uniform,olmo,OLMo-2-1124-13B,31,30,-0.31304347826086953,0.1363674584174657,24,0.7223169231102491
uniform,olmo,OLMo-2-1124-13B,36,18,-0.3095652173913043,0.14101146711310472,24,0.7228393405258685
uniform,olmo,OLMo-2-1124-13B,27,14,-0.308695652173913,0.14218991443004733,24,0.7228393405258685
uniform,olmo,OLMo-2-1124-13B,28,33,-0.3078260869565217,0.14337537555018112,24,0.7228393405258685
uniform,olmo,OLMo-2-1124-13B,39,23,-0.3043478260869565,0.1481877085862842,24,0.7231420247813118
uniform,olmo,OLMo-2-1124-13B,37,19,-0.30347826086956514,0.14940850037488204,24,0.7231420247813118
uniform,olmo,OLMo-2-1124-13B,28,8,-0.3008695652173913,0.15311364746090092,24,0.7231420247813118
uniform,olmo,OLMo-2-1124-13B,29,14,-0.3008695652173913,0.15311364746090092,24,0.7231420247813118
uniform,olmo,OLMo-2-1124-13B,30,33,-0.3,0.15436300913601078,24,0.7231420247813118
uniform,olmo,OLMo-2-1124-13B,29,39,-0.29565217391304344,0.16071789336224301,24,0.736011233549385
uniform,olmo,OLMo-2-1124-13B,33,28,-0.29217391304347823,0.1659324362656943,24,0.736011233549385
uniform,olmo,OLMo-2-1124-13B,38,4,-0.29217391304347823,0.1659324362656943,24,0.736011233549385
uniform,olmo,OLMo-2-1124-13B,31,3,-0.29130434782608694,0.16725434336435266,24,0.736011233549385
uniform,olmo,OLMo-2-1124-13B,33,37,-0.29130434782608694,0.16725434336435266,24,0.736011233549385
uniform,olmo,OLMo-2-1124-13B,35,20,-0.2895652173913043,0.16992018695250974,24,0.736011233549385
uniform,olmo,OLMo-2-1124-13B,36,27,-0.288695652173913,0.17126415242206844,24,0.736011233549385
uniform,olmo,OLMo-2-1124-13B,30,6,-0.2791304347826086,0.18653796075704562,24,0.7634435613559214
uniform,olmo,OLMo-2-1124-13B,28,26,-0.2782608695652174,0.1879713945221431,24,0.7634435613559214
uniform,olmo,OLMo-2-1124-13B,27,32,-0.27652173913043476,0.19086089033898035,24,0.7634435613559214
uniform,olmo,OLMo-2-1124-13B,32,21,-0.27478260869565213,0.19378063586855726,24,0.7635031822522154
uniform,olmo,OLMo-2-1124-13B,35,31,-0.27304347826086955,0.19673072289025423,24,0.7635031822522154
uniform,olmo,OLMo-2-1124-13B,29,9,-0.27304347826086955,0.19673072289025423,24,0.7635031822522154
uniform,olmo,OLMo-2-1124-13B,33,12,-0.2721739130434782,0.198217172315479,24,0.7635031822522154
uniform,olmo,OLMo-2-1124-13B,38,18,-0.2713043478260869,0.19971124015805522,24,0.7636018006043288
uniform,olmo,OLMo-2-1124-13B,28,38,-0.27043478260869563,0.20121293703333998,24,0.7637279361849401
uniform,olmo,OLMo-2-1124-13B,31,27,-0.2695652173913043,0.20272227336292598,24,0.7638810300631994
uniform,olmo,OLMo-2-1124-13B,38,35,-0.2652173913043478,0.2103838978731484,24,0.7758838786811146
uniform,olmo,OLMo-2-1124-13B,39,22,-0.2626086956521739,0.21507317009837784,24,0.787591890501102
uniform,olmo,OLMo-2-1124-13B,30,27,-0.26086956521739124,0.21823795857184652,24,0.7880815170650013
uniform,olmo,OLMo-2-1124-13B,37,21,-0.2573913043478261,0.2246604898877398,24,0.7947173791947257
uniform,olmo,OLMo-2-1124-13B,33,18,-0.2539130434782608,0.23120736516745433,24,0.8023311636792246
uniform,olmo,OLMo-2-1124-13B,33,38,-0.25304347826086954,0.23286356530495436,24,0.8023311636792246
uniform,olmo,OLMo-2-1124-13B,33,21,-0.25217391304347825,0.23452757092161952,24,0.8023311636792246
uniform,olmo,OLMo-2-1124-13B,34,31,-0.25217391304347825,0.23452757092161952,24,0.8023311636792246
uniform,olmo,OLMo-2-1124-13B,37,1,-0.2495652173913043,0.2395664805456787,24,0.8047244665643475
uniform,olmo,OLMo-2-1124-13B,27,25,-0.248695652173913,0.24126176688795445,24,0.8047244665643475
uniform,olmo,OLMo-2-1124-13B,37,2,-0.2478260869565217,0.24296488702038951,24,0.8047244665643475
uniform,olmo,OLMo-2-1124-13B,37,33,-0.2478260869565217,0.24296488702038951,24,0.8047244665643475
uniform,olmo,OLMo-2-1124-13B,35,7,-0.24695652173913044,0.24467584594576178,24,0.805262277796178
uniform,olmo,OLMo-2-1124-13B,31,39,-0.2452173913043478,0.24812129907550173,24,0.8063942219953807
uniform,olmo,OLMo-2-1124-13B,37,6,-0.24086956521739128,0.25687241800841343,24,0.8164856583907238
uniform,olmo,OLMo-2-1124-13B,28,15,-0.24086956521739128,0.25687241800841343,24,0.8164856583907238
uniform,olmo,OLMo-2-1124-13B,29,20,-0.23913043478260865,0.260427936802927,24,0.8164856583907238
uniform,olmo,OLMo-2-1124-13B,39,36,-0.23826086956521736,0.2622175095216363,24,0.8164856583907238
uniform,olmo,OLMo-2-1124-13B,27,9,-0.23391304347826083,0.27128359982868233,24,0.8328321267275528
uniform,olmo,OLMo-2-1124-13B,32,30,-0.23217391304347823,0.2749652411831776,24,0.8328321267275528
uniform,olmo,OLMo-2-1124-13B,33,29,-0.23217391304347823,0.2749652411831776,24,0.8328321267275528
uniform,olmo,OLMo-2-1124-13B,33,1,-0.23130434782608694,0.27681789646261495,24,0.8328321267275528
uniform,olmo,OLMo-2-1124-13B,32,22,-0.23043478260869563,0.27867844240498885,24,0.8328321267275528
uniform,olmo,OLMo-2-1124-13B,33,15,-0.23043478260869563,0.27867844240498885,24,0.8328321267275528
uniform,olmo,OLMo-2-1124-13B,31,0,-0.22608695652173913,0.2880995376657831,24,0.8369372043922191
uniform,olmo,OLMo-2-1124-13B,33,3,-0.2252173913043478,0.2900074275938714,24,0.8377992352711839
uniform,olmo,OLMo-2-1124-13B,36,0,-0.2208695652173913,0.2996651742301719,24,0.8524053950265086
uniform,olmo,OLMo-2-1124-13B,33,24,-0.2208695652173913,0.2996651742301719,24,0.8524053950265086
uniform,olmo,OLMo-2-1124-13B,30,9,-0.22,0.3016203705478415,24,0.8524053950265086
uniform,olmo,OLMo-2-1124-13B,37,20,-0.22,0.3016203705478415,24,0.8524053950265086
uniform,olmo,OLMo-2-1124-13B,35,8,-0.21739130434782608,0.3075332105489072,24,0.8551725640932178
uniform,olmo,OLMo-2-1124-13B,27,39,-0.21652173913043476,0.30951989756230047,24,0.8561188655978523
uniform,olmo,OLMo-2-1124-13B,31,25,-0.21304347826086956,0.31754525245129106,24,0.8565826576809997
uniform,olmo,OLMo-2-1124-13B,39,14,-0.21304347826086956,0.31754525245129106,24,0.8565826576809997
uniform,olmo,OLMo-2-1124-13B,33,34,-0.2121739130434782,0.3195712222886807,24,0.8565826576809997
uniform,olmo,OLMo-2-1124-13B,34,11,-0.2121739130434782,0.3195712222886807,24,0.8565826576809997
uniform,olmo,OLMo-2-1124-13B,30,0,-0.20956521739130432,0.32569617157142167,24,0.8642433491557231
uniform,olmo,OLMo-2-1124-13B,38,14,-0.2078260869565217,0.3298186178055175,24,0.8642433491557231
uniform,olmo,OLMo-2-1124-13B,28,0,-0.2069565217391304,0.3318915676831471,24,0.8642433491557231
uniform,olmo,OLMo-2-1124-13B,30,13,-0.20608695652173914,0.3339723271430128,24,0.8642433491557231
uniform,olmo,OLMo-2-1124-13B,31,29,-0.2052173913043478,0.3360608896745526,24,0.8642433491557231
uniform,olmo,OLMo-2-1124-13B,38,13,-0.2052173913043478,0.3360608896745526,24,0.8642433491557231
uniform,olmo,OLMo-2-1124-13B,35,35,-0.20434782608695648,0.33815724851317586,24,0.8642433491557231
uniform,olmo,OLMo-2-1124-13B,27,8,-0.2026086956521739,0.34237332678092103,24,0.8642433491557231
uniform,olmo,OLMo-2-1124-13B,31,5,-0.19652173913043475,0.35737406951590367,24,0.8799416753565946
uniform,olmo,OLMo-2-1124-13B,29,30,-0.19565217391304346,0.35954796323422916,24,0.8799416753565946
uniform,olmo,OLMo-2-1124-13B,28,30,-0.19304347826086957,0.36611583497113975,24,0.8799416753565946
uniform,olmo,OLMo-2-1124-13B,33,20,-0.19304347826086957,0.36611583497113975,24,0.8799416753565946
uniform,olmo,OLMo-2-1124-13B,33,0,-0.19217391304347822,0.3683204887556275,24,0.8799416753565946
uniform,olmo,OLMo-2-1124-13B,36,38,-0.19217391304347822,0.3683204887556275,24,0.8799416753565946
uniform,olmo,OLMo-2-1124-13B,27,34,-0.19217391304347822,0.3683204887556275,24,0.8799416753565946
uniform,olmo,OLMo-2-1124-13B,37,39,-0.19130434782608693,0.3705328066699431,24,0.8799416753565946
uniform,olmo,OLMo-2-1124-13B,36,3,-0.18956521739130433,0.374980391143915,24,0.8799416753565946
uniform,olmo,OLMo-2-1124-13B,38,10,-0.1869565217391304,0.3817089686350579,24,0.8799416753565946
uniform,olmo,OLMo-2-1124-13B,39,8,-0.18521739130434778,0.3862326819021752,24,0.8799416753565946
uniform,olmo,OLMo-2-1124-13B,29,38,-0.1826086956521739,0.39307499311229405,24,0.8799416753565946
uniform,olmo,OLMo-2-1124-13B,32,16,-0.17913043478260868,0.40230343183605966,24,0.8799416753565946
uniform,olmo,OLMo-2-1124-13B,27,11,-0.17913043478260868,0.40230343183605966,24,0.8799416753565946
uniform,olmo,OLMo-2-1124-13B,35,3,-0.17913043478260868,0.40230343183605966,24,0.8799416753565946
uniform,olmo,OLMo-2-1124-13B,27,16,-0.1782608695652174,0.4046292620718749,24,0.8799416753565946
uniform,olmo,OLMo-2-1124-13B,36,6,-0.17739130434782607,0.40696255139715665,24,0.8799416753565946
uniform,olmo,OLMo-2-1124-13B,29,27,-0.17739130434782607,0.40696255139715665,24,0.8799416753565946
uniform,olmo,OLMo-2-1124-13B,38,31,-0.17739130434782607,0.40696255139715665,24,0.8799416753565946
uniform,olmo,OLMo-2-1124-13B,29,34,-0.17478260869565218,0.41400702240858334,24,0.8799416753565946
uniform,olmo,OLMo-2-1124-13B,34,2,-0.17478260869565218,0.41400702240858334,24,0.8799416753565946
uniform,olmo,OLMo-2-1124-13B,27,2,-0.17478260869565218,0.41400702240858334,24,0.8799416753565946
uniform,olmo,OLMo-2-1124-13B,30,21,-0.17478260869565218,0.41400702240858334,24,0.8799416753565946
uniform,olmo,OLMo-2-1124-13B,36,22,-0.17304347826086955,0.41874034957223477,24,0.8799416753565946
uniform,olmo,OLMo-2-1124-13B,30,22,-0.17217391304347823,0.42111806892778625,24,0.8799416753565946
uniform,olmo,OLMo-2-1124-13B,33,11,-0.1695652173913043,0.4282952504035892,24,0.8799416753565946
uniform,olmo,OLMo-2-1124-13B,35,37,-0.16869565217391302,0.4307022617209813,24,0.8799416753565946
uniform,olmo,OLMo-2-1124-13B,27,35,-0.16869565217391302,0.4307022617209813,24,0.8799416753565946
uniform,olmo,OLMo-2-1124-13B,28,4,-0.1678260869565217,0.4331165526494355,24,0.8799416753565946
uniform,olmo,OLMo-2-1124-13B,39,1,-0.16347826086956518,0.4452965670426073,24,0.8799416753565946
uniform,olmo,OLMo-2-1124-13B,28,34,-0.16260869565217392,0.44775415138241526,24,0.8799416753565946
uniform,olmo,OLMo-2-1124-13B,32,39,-0.16,0.4551697202154259,24,0.8799416753565946
uniform,olmo,OLMo-2-1124-13B,28,35,-0.15826086956521737,0.46014891272810604,24,0.8799416753565946
uniform,olmo,OLMo-2-1124-13B,33,16,-0.15652173913043477,0.46515629787569074,24,0.8799416753565946
uniform,olmo,OLMo-2-1124-13B,28,7,-0.15652173913043477,0.46515629787569074,24,0.8799416753565946
uniform,olmo,OLMo-2-1124-13B,34,33,-0.15565217391304348,0.4676705101638169,24,0.8799416753565946
uniform,olmo,OLMo-2-1124-13B,36,16,-0.15478260869565216,0.47019170707374996,24,0.8799416753565946
uniform,olmo,OLMo-2-1124-13B,29,19,-0.15478260869565216,0.47019170707374996,24,0.8799416753565946
uniform,olmo,OLMo-2-1124-13B,35,15,-0.15304347826086956,0.4752549676743846,24,0.8799416753565946
uniform,olmo,OLMo-2-1124-13B,32,18,-0.15304347826086956,0.4752549676743846,24,0.8799416753565946
uniform,olmo,OLMo-2-1124-13B,33,25,-0.15304347826086956,0.4752549676743846,24,0.8799416753565946
uniform,olmo,OLMo-2-1124-13B,31,16,-0.15217391304347824,0.47779698719030983,24,0.8799416753565946
uniform,olmo,OLMo-2-1124-13B,39,28,-0.15130434782608695,0.4803459029793671,24,0.8799416753565946
