layer,token,token_id,rank,prob,logit
13, generally,3839,6,0.008272,7.8276
13, one,581,7904,2e-05,1.7987
14, a,247,11832,1.1e-05,1.2967
14, an,271,4534,3.5e-05,2.4169
14, used,908,32,0.002314,6.6172
14, provided,2530,55,0.001256,6.0062
14, typically,5431,3,0.01448,8.4512
14, known,1929,305,0.000333,4.6781
14, often,2223,1,0.020332,8.7906
14, commonly,7744,45,0.001667,6.2892
14, generally,3839,4,0.01274,8.3232
14, one,581,6418,2.4e-05,2.0454
15, a,247,2838,4.6e-05,2.8398
15, an,271,731,0.000141,3.9568
15, used,908,8,0.008094,8.008
15, provided,2530,46,0.001543,6.3506
15, typically,5431,3,0.029864,9.3135
15, known,1929,182,0.000443,5.1021
15, often,2223,1,0.085998,10.3712
15, commonly,7744,14,0.004057,7.3173
15, generally,3839,4,0.016497,8.72
15, one,581,988,0.000112,3.727
16, a,247,383,0.000198,4.6008
16, an,271,130,0.00047,5.4648
16, used,908,10,0.007805,8.2748
16, provided,2530,30,0.002334,7.0675
16, typically,5431,2,0.07459,10.5321
16, known,1929,91,0.000777,5.9679
16, often,2223,4,0.0708,10.4799
16, commonly,7744,9,0.008473,8.357
16, generally,3839,3,0.073071,10.5115
16, one,581,222,0.000302,5.0213
17, a,247,28,0.00245,8.2317
17, an,271,17,0.005856,9.1033
17, used,908,8,0.012017,9.8221
17, provided,2530,15,0.006207,9.1615
17, typically,5431,1,0.186113,12.5621
17, known,1929,21,0.004111,8.7495
17, often,2223,4,0.105921,11.9984
17, commonly,7744,6,0.01257,9.867
17, generally,3839,2,0.162294,12.4251
17, one,581,46,0.001304,7.6012
18, a,247,7,0.024526,11.6641
18, an,271,5,0.053091,12.4363
18, used,908,9,0.021229,11.5197
18, provided,2530,14,0.007855,10.5255
18, typically,5431,3,0.127505,13.3125
18, known,1929,11,0.009493,10.7149
18, often,2223,2,0.15654,13.5176
18, commonly,7744,6,0.028444,11.8122
18, generally,3839,1,0.195626,13.7405
18, one,581,35,0.001549,8.9018
19, a,247,5,0.070963,13.166
19, an,271,6,0.060209,13.0016
19, used,908,7,0.048511,12.7856
19, provided,2530,10,0.018643,11.8293
19, typically,5431,4,0.100627,13.5152
19, known,1929,11,0.017096,11.7427
19, often,2223,1,0.162683,13.9956
19, commonly,7744,8,0.027344,12.2123
19, generally,3839,2,0.133345,13.7968
19, one,581,21,0.003797,10.2381
20, a,247,1,0.220842,14.7815
20, an,271,2,0.148754,14.3864
20, used,908,7,0.040469,13.0846
20, provided,2530,11,0.011096,11.7907
20, typically,5431,6,0.060818,13.492
20, known,1929,10,0.011767,11.8493
20, often,2223,3,0.130879,14.2583
20, commonly,7744,8,0.026236,12.6512
20, generally,3839,4,0.086188,13.8406
20, one,581,9,0.015243,12.1082
21, a,247,1,0.400519,16.051
21, an,271,2,0.234139,15.5142
21, used,908,5,0.036872,13.6657
21, provided,2530,13,0.005627,11.7858
21, typically,5431,7,0.02359,13.2191
21, known,1929,10,0.009896,12.3504
21, often,2223,3,0.04988,13.9679
21, commonly,7744,9,0.013921,12.6917
21, generally,3839,4,0.048293,13.9355
21, one,581,8,0.020955,13.1006
22, a,247,1,0.576261,16.9883
22, an,271,2,0.185196,15.8532
22, used,908,4,0.02685,13.922
22, provided,2530,14,0.002682,11.6183
22, typically,5431,9,0.007771,12.6822
22, known,1929,10,0.006923,12.5666
22, often,2223,6,0.014546,13.3091
22, commonly,7744,11,0.006173,12.4519
22, generally,3839,3,0.028482,13.981
22, one,581,5,0.024136,13.8155
23, a,247,1,0.62188,17.4541
23, an,271,2,0.148923,16.0248
23, used,908,4,0.031103,14.4586
23, provided,2530,16,0.002476,11.928
23, typically,5431,11,0.004683,12.5653
23, known,1929,8,0.005525,12.7307
23, often,2223,7,0.008924,13.2101
23, commonly,7744,9,0.005324,12.6936
23, generally,3839,5,0.021751,14.101
23, one,581,3,0.032864,14.5137
24, a,247,1,0.582863,17.1607
24, an,271,2,0.134379,15.6934
24, used,908,3,0.046962,14.6421
24, provided,2530,16,0.002951,11.8748
24, typically,5431,13,0.004182,12.2235
24, known,1929,7,0.01082,13.1742
24, often,2223,8,0.006863,12.7189
24, commonly,7744,9,0.00677,12.7052
24, generally,3839,5,0.021967,13.8823
24, one,581,4,0.038524,14.444
25, a,247,1,0.661152,18.1457
25, an,271,2,0.146801,16.6407
25, used,908,3,0.036629,15.2525
25, provided,2530,17,0.001931,12.3096
25, typically,5431,13,0.002486,12.5623
25, known,1929,7,0.007908,13.7196
25, often,2223,9,0.004643,13.1871
25, commonly,7744,10,0.004151,13.075
25, generally,3839,6,0.012404,14.1697
25, one,581,4,0.025687,14.8977
26, a,247,1,0.688714,18.52
26, an,271,2,0.148286,16.9843
26, used,908,3,0.037041,15.5971
26, provided,2530,12,0.002477,12.8923
26, typically,5431,13,0.002083,12.7189
26, known,1929,7,0.005691,13.724
26, often,2223,10,0.003743,13.305
26, commonly,7744,9,0.003936,13.3553
26, generally,3839,6,0.009821,14.2696
26, one,581,4,0.021253,15.0416
27, a,247,1,0.716759,18.8515
27, an,271,2,0.15449,17.3169
27, used,908,3,0.025772,15.526
27, provided,2530,12,0.002185,13.0584
27, typically,5431,13,0.00154,12.7084
27, known,1929,7,0.00505,13.8961
27, often,2223,11,0.002213,13.071
27, commonly,7744,10,0.002446,13.1711
27, generally,3839,6,0.00635,14.1253
27, one,581,4,0.020526,15.2984
28, a,247,1,0.744271,19.2989
28, an,271,2,0.134935,17.5913
28, used,908,3,0.027429,15.9981
28, provided,2530,10,0.002331,13.5327
28, typically,5431,14,0.001301,12.9494
28, known,1929,6,0.00552,14.3949
28, often,2223,12,0.001868,13.3116
28, commonly,7744,11,0.002165,13.4588
28, generally,3839,7,0.004488,14.188
28, one,581,4,0.021186,15.7399
29, a,247,1,0.630373,18.3879
29, an,271,2,0.182096,17.1462
29, used,908,3,0.03869,15.5972
29, provided,2530,10,0.004707,13.4906
29, typically,5431,13,0.002214,12.7363
29, known,1929,5,0.011889,14.4172
29, often,2223,12,0.002734,12.9473
29, commonly,7744,11,0.003175,13.0969
29, generally,3839,8,0.005959,13.7265
29, one,581,4,0.034112,15.4713
30, a,247,1,0.42054,16.6302
30, an,271,2,0.251792,16.1173
30, used,908,3,0.063733,14.7434
30, provided,2530,6,0.01943,13.5555
30, typically,5431,8,0.010785,12.9669
30, known,1929,4,0.026186,13.8539
30, often,2223,10,0.007865,12.6511
30, commonly,7744,9,0.010104,12.9017
30, generally,3839,7,0.017913,13.4742
30, one,581,5,0.023037,13.7258
31, a,247,1,0.315235,17.4932
31, an,271,2,0.129782,16.6057
31, used,908,3,0.093084,16.2734
31, provided,2530,4,0.056768,15.7788
31, typically,5431,5,0.041924,15.4757
31, known,1929,6,0.032293,15.2147
31, often,2223,7,0.02246,14.8516
31, commonly,7744,8,0.01907,14.688
31, generally,3839,9,0.01767,14.6117
31, one,581,10,0.016287,14.5302
