layer,token,token_id,rank,prob,logit
14, simple,2969,9,0.001066,12.5557
15, to,281,1,0.809804,17.9104
15, not,417,2,0.013585,13.8225
15,:,27,3,0.010744,13.5879
15, the,253,4,0.010326,13.5482
15, that,326,5,0.008773,13.3853
15, for,323,6,0.008178,13.315
15, as,347,7,0.007581,13.2392
15,"
",187,8,0.007096,13.1731
15, simply,3365,9,0.005779,12.9677
15, simple,2969,10,0.005416,12.9029
