family,model,layer,head,n_compounds,relative_layer_depth,rho,p_two_sided,q_bh_within_model,bootstrap_ci_low,bootstrap_ci_high,bootstrap_negative_fraction,bootstrap_valid_resamples,upper_tail_compound_count
olmo,OLMo-2-1124-13B,37,13,49,0.95,0.014591836734693877,0.9207323619506214,0.974595377558445,-0.26526596976066996,0.2731116974115803,0.4515,2000,0
olmo,OLMo-2-1124-13B,37,14,49,0.95,-0.09091836734693877,0.5344102456109827,0.8320608744070103,-0.3940986169695081,0.20437410098382697,0.721,2000,0
olmo,OLMo-2-1124-13B,37,15,49,0.95,0.30489795918367346,0.03315521459678034,0.33805316843776034,0.03530116056725869,0.5523205781929098,0.0165,2000,0
olmo,OLMo-2-1124-13B,37,16,49,0.95,0.11795918367346939,0.4195385003543142,0.743439602636306,-0.20566121466898304,0.4304523383593149,0.232,2000,0
olmo,OLMo-2-1124-13B,37,17,49,0.95,0.08061224489795918,0.5818969832704824,0.8428591401132336,-0.2052790562387605,0.35611343326407446,0.305,2000,0
olmo,OLMo-2-1124-13B,37,18,49,0.95,-0.052244897959183675,0.7214534894791504,0.9014016840343375,-0.35787913957475986,0.2526934445977561,0.638,2000,0
olmo,OLMo-2-1124-13B,37,19,49,0.95,-0.33010204081632655,0.020535773044124666,0.27381030725499556,-0.5719817551200346,-0.05533388143710816,0.991,2000,25
olmo,OLMo-2-1124-13B,37,20,49,0.95,-0.1903061224489796,0.19027699146478946,0.5289814585365846,-0.4601643709779334,0.08843351599621752,0.904,2000,0
olmo,OLMo-2-1124-13B,37,21,49,0.95,-0.24489795918367346,0.08989259929574267,0.4515377185216691,-0.4915400529480255,0.029343248534229954,0.954,2000,6
olmo,OLMo-2-1124-13B,37,22,49,0.95,0.19877551020408163,0.17093171140521105,0.5121713793157205,-0.10437011191610537,0.46932092816290577,0.1005,2000,0
olmo,OLMo-2-1124-13B,37,23,49,0.95,-0.05673469387755102,0.6986061901743154,0.8903804384574607,-0.35394840952679424,0.24752874858716437,0.6215,2000,11
olmo,OLMo-2-1124-13B,37,24,49,0.95,-0.015306122448979591,0.9168654283782078,0.9741723258261016,-0.31896316685425724,0.27927699091711067,0.5275,2000,0
olmo,OLMo-2-1124-13B,37,25,49,0.95,-0.19193877551020408,0.18643146112712275,0.5268715205766513,-0.458433731815504,0.1015560561695317,0.8995,2000,3
olmo,OLMo-2-1124-13B,37,26,49,0.95,0.03602040816326531,0.8059040922456016,0.9345902226980042,-0.2302314182445297,0.3178055790611852,0.4035,2000,15
olmo,OLMo-2-1124-13B,37,27,49,0.95,-0.049183673469387755,0.737171698743359,0.9050356634860227,-0.3413470002571967,0.2446767773302012,0.622,2000,5
olmo,OLMo-2-1124-13B,37,28,49,0.95,-0.20785714285714285,0.15181638652508242,0.49033863970834074,-0.5031167449296542,0.0984409033218632,0.9035,2000,0
olmo,OLMo-2-1124-13B,37,29,49,0.95,-0.14612244897959184,0.31641983771878335,0.6581532624550693,-0.4014739983398836,0.1442167300228755,0.841,2000,0
