family,model,layer,head,n_compounds,relative_layer_depth,rho,p_two_sided,q_bh_within_model,bootstrap_ci_low,bootstrap_ci_high,bootstrap_negative_fraction,bootstrap_valid_resamples,upper_tail_compound_count
gpt2,gpt2-xl,38,10,49,0.8125,-0.08959183673469388,0.5404146501944503,0.9250505465349528,-0.3454685447268611,0.1827887948023646,0.7475,2000,0
gpt2,gpt2-xl,38,11,49,0.8125,0.3037755102040816,0.03384085666017568,0.45145929136008256,0.013067569623303774,0.5733572215575065,0.0205,2000,6
gpt2,gpt2-xl,38,12,49,0.8125,0.05683673469387755,0.6980899018098924,0.9495349920908888,-0.2628561073405954,0.3700210362974798,0.3615,2000,0
gpt2,gpt2-xl,38,13,49,0.8125,0.2176530612244898,0.13301560347104643,0.6488566022977875,-0.08033882405202628,0.4989294739778147,0.0845,2000,0
gpt2,gpt2-xl,38,14,49,0.8125,-0.10448979591836735,0.47491433682358203,0.9045987368068229,-0.39459593376828056,0.1804532010992288,0.7605,2000,2
gpt2,gpt2-xl,38,15,49,0.8125,-0.11653061224489795,0.42523127826835727,0.8950466860665867,-0.37484189829105274,0.15088069398662202,0.8,2000,0
gpt2,gpt2-xl,38,16,49,0.8125,-0.31020408163265306,0.030067840167972874,0.45145929136008256,-0.5247615815834816,-0.05859641157079813,0.989,2000,0
gpt2,gpt2-xl,38,17,49,0.8125,-0.07653061224489796,0.6012162745044992,0.9300224730302918,-0.37612737702268906,0.2367948628668396,0.6835,2000,3
gpt2,gpt2-xl,38,18,49,0.8125,-0.04,0.7849447575636722,0.9842567492961408,-0.31045129860614756,0.24373015763339756,0.606,2000,2
gpt2,gpt2-xl,38,19,49,0.8125,-0.3196938775510204,0.02514227761087211,0.45145929136008256,-0.5868424162259901,-0.0023051484861716003,0.9755,2000,0
gpt2,gpt2-xl,38,20,49,0.8125,-0.11959183673469388,0.41308588015401737,0.8883567315140158,-0.39902721430424926,0.16835184159673133,0.7885,2000,8
gpt2,gpt2-xl,38,21,49,0.8125,-0.21051020408163265,0.14654153860406696,0.658613656647492,-0.454445410093121,0.0653475056439661,0.9395,2000,0
gpt2,gpt2-xl,38,22,49,0.8125,-0.24357142857142858,0.09170146910710922,0.6242555006114912,-0.5232822477650064,0.07557248713163633,0.9345,2000,1
gpt2,gpt2-xl,38,23,49,0.8125,-0.3104081632653061,0.02995404107115714,0.45145929136008256,-0.545428233391694,-0.03267533342612638,0.988,2000,0
gpt2,gpt2-xl,38,24,49,0.8125,-0.15112244897959184,0.2999614563528618,0.8095821864390715,-0.4550786107639032,0.1388014778097709,0.836,2000,0
gpt2,gpt2-xl,39,0,49,0.8333333333333334,-0.025714285714285714,0.8607793522894795,0.9948068615673535,-0.34694317101068944,0.2761928893357208,0.5565,2000,0
gpt2,gpt2-xl,39,1,49,0.8333333333333334,-0.20948979591836736,0.1485540311047273,0.6602401382432326,-0.4458165033057676,0.05181111019419684,0.9385,2000,8
gpt2,gpt2-xl,39,2,49,0.8333333333333334,-0.20112244897959183,0.16583259428865577,0.6700306839945688,-0.46120360713992087,0.08694734856042623,0.9225,2000,3
gpt2,gpt2-xl,39,3,49,0.8333333333333334,-0.3176530612244898,0.02614016236168304,0.45145929136008256,-0.5507196391076024,-0.046947636585194644,0.989,2000,2
gpt2,gpt2-xl,39,4,49,0.8333333333333334,0.00010204081632653062,0.999444795499308,0.999444795499308,-0.2763336868400376,0.2798013377495078,0.504,2000,1
gpt2,gpt2-xl,39,5,49,0.8333333333333334,-0.13377551020408163,0.35946627202118264,0.855872076240911,-0.41051155114145554,0.13970132994579687,0.831,2000,0
gpt2,gpt2-xl,39,6,49,0.8333333333333334,0.02153061224489796,0.883257921525026,0.9948068615673535,-0.28534814105760636,0.3322094551355439,0.4445,2000,1
gpt2,gpt2-xl,39,7,49,0.8333333333333334,0.23346938775510204,0.10641987929651246,0.6242555006114912,-0.09496575917835037,0.5194853830266865,0.0765,2000,0
gpt2,gpt2-xl,39,8,49,0.8333333333333334,-0.07040816326530612,0.6307075167604521,0.9360689842114573,-0.34276626898104645,0.2078809022120592,0.6935,2000,0
gpt2,gpt2-xl,39,9,49,0.8333333333333334,0.19183673469387755,0.18667016614118173,0.6978323967894644,-0.12487897933871238,0.47345011892701694,0.1195,2000,0
gpt2,gpt2-xl,39,10,49,0.8333333333333334,-0.23326530612244897,0.10673485543234969,0.6242555006114912,-0.47485065178169966,0.044834884792312554,0.953,2000,0
gpt2,gpt2-xl,39,11,49,0.8333333333333334,-0.024489795918367346,0.8673479687693446,0.9948068615673535,-0.27879076493300586,0.25319369086799287,0.5795,2000,1
gpt2,gpt2-xl,39,12,49,0.8333333333333334,0.08653061224489796,0.5543943232667766,0.9250505465349528,-0.20713813817693988,0.3670501800229318,0.3045,2000,1
gpt2,gpt2-xl,39,13,49,0.8333333333333334,0.13938775510204082,0.33947667443075213,0.8229737561957627,-0.13960751066651317,0.41842800035667993,0.163,2000,0
gpt2,gpt2-xl,39,14,49,0.8333333333333334,-0.0413265306122449,0.7779909244498948,0.9786049364149619,-0.2993409792178766,0.20379491371739517,0.6425,2000,0
gpt2,gpt2-xl,39,15,49,0.8333333333333334,0.08928571428571429,0.5418049030273374,0.9250505465349528,-0.20589639663455608,0.37404814525033564,0.2885,2000,0
gpt2,gpt2-xl,39,16,49,0.8333333333333334,0.10489795918367346,0.47318126439221037,0.9045987368068229,-0.16941504930555923,0.35857972295903323,0.225,2000,0
gpt2,gpt2-xl,39,17,49,0.8333333333333334,-0.2139795918367347,0.139849965142563,0.656429967664478,-0.4847474507011313,0.08401155360155402,0.9325,2000,2
gpt2,gpt2-xl,39,18,49,0.8333333333333334,-0.3137755102040816,0.028127477197962478,0.45145929136008256,-0.5204935167355332,-0.07553379678205105,0.9935,2000,23
gpt2,gpt2-xl,39,19,49,0.8333333333333334,-0.0653061224489796,0.655728691700407,0.9430066017223312,-0.38039895724039313,0.23275511349419487,0.6655,2000,1
gpt2,gpt2-xl,39,20,49,0.8333333333333334,0.06979591836734694,0.6336892238353057,0.9360689842114573,-0.24219124420259142,0.3799944002303662,0.343,2000,0
gpt2,gpt2-xl,39,21,49,0.8333333333333334,-0.016224489795918368,0.9118964643548793,0.9948068615673535,-0.3200684164724475,0.26436924233867726,0.563,2000,0
gpt2,gpt2-xl,39,22,49,0.8333333333333334,-0.14785714285714285,0.3106460359090235,0.8095821864390715,-0.4353403140760061,0.15746919323218087,0.8295,2000,3
gpt2,gpt2-xl,39,23,49,0.8333333333333334,-0.0770408163265306,0.5987860948260497,0.9300224730302918,-0.3735772156840739,0.22492719999154429,0.6915,2000,0
gpt2,gpt2-xl,39,24,49,0.8333333333333334,-0.10806122448979592,0.4598648307918831,0.8950466860665867,-0.39213158896030637,0.1968722343148512,0.7585,2000,11
gpt2,gpt2-xl,40,0,49,0.8541666666666666,-0.047448979591836735,0.7461266147015474,0.9658596954065338,-0.32355511482151317,0.229296515786247,0.631,2000,6
gpt2,gpt2-xl,40,1,49,0.8541666666666666,-0.026020408163265306,0.8591386355187939,0.9948068615673535,-0.3038376820477139,0.2431004290206118,0.5695,2000,0
gpt2,gpt2-xl,40,2,49,0.8541666666666666,-0.07030612244897959,0.6312040657398282,0.9360689842114573,-0.3790100673160318,0.2442648589273506,0.68,2000,11
gpt2,gpt2-xl,40,3,49,0.8541666666666666,-0.22887755102040816,0.11368115023167667,0.6274979839340716,-0.5077306442028656,0.07715626760564381,0.9385,2000,0
gpt2,gpt2-xl,40,4,49,0.8541666666666666,0.13581632653061224,0.3521160644085933,0.8433917710385467,-0.16217928435674597,0.4113157681791507,0.186,2000,0
gpt2,gpt2-xl,40,5,49,0.8541666666666666,-0.12448979591836734,0.3940727161338323,0.8699255144285166,-0.3915713713821182,0.17395874796306396,0.781,2000,2
gpt2,gpt2-xl,40,6,49,0.8541666666666666,-0.10275510204081632,0.482317363336619,0.9098708292756414,-0.40579903015417956,0.18533047433878932,0.766,2000,2
gpt2,gpt2-xl,40,7,49,0.8541666666666666,-0.22459183673469388,0.12079336190730879,0.6274979839340716,-0.48896049970146527,0.061339260257883374,0.9445,2000,1
gpt2,gpt2-xl,40,8,49,0.8541666666666666,-0.11561224489795918,0.428913851440663,0.8950466860665867,-0.3886668985539062,0.19635553472241785,0.778,2000,0
gpt2,gpt2-xl,40,9,49,0.8541666666666666,-0.18928571428571428,0.19270896491055645,0.7007598724020234,-0.42888316393708764,0.0780130935768043,0.915,2000,0
gpt2,gpt2-xl,40,10,49,0.8541666666666666,-0.09683673469387755,0.5080248126007035,0.9250505465349528,-0.3656954605215901,0.19368703177547786,0.754,2000,0
gpt2,gpt2-xl,40,11,49,0.8541666666666666,0.011020408163265306,0.9400924841811491,0.9948068615673535,-0.26534628991775305,0.29592911703028374,0.4745,2000,0
gpt2,gpt2-xl,40,12,49,0.8541666666666666,0.2670408163265306,0.06361450779598124,0.5464439964604917,-0.016074220972609403,0.5163701495977138,0.0325,2000,2
gpt2,gpt2-xl,40,13,49,0.8541666666666666,-0.05877551020408163,0.6883063408982266,0.9495349920908888,-0.3288462591780509,0.2198552300596873,0.677,2000,1
gpt2,gpt2-xl,40,14,49,0.8541666666666666,-0.21244897959183673,0.14277351796702398,0.656429967664478,-0.4689277961481677,0.06728741556952343,0.937,2000,2
gpt2,gpt2-xl,40,15,49,0.8541666666666666,-0.07938775510204081,0.5876632401166236,0.9298733814794471,-0.3534719138016137,0.19986096915309592,0.717,2000,0
gpt2,gpt2-xl,40,16,49,0.8541666666666666,0.20010204081632654,0.16803582293014177,0.6721432917205671,-0.09167714429168235,0.4743812666743176,0.088,2000,2
gpt2,gpt2-xl,40,17,49,0.8541666666666666,-0.3489795918367347,0.013986766397217616,0.45145929136008256,-0.6358483399287072,-0.04720487745154326,0.9865,2000,3
gpt2,gpt2-xl,40,18,49,0.8541666666666666,-0.11418367346938775,0.4346778085561787,0.8950466860665867,-0.41285460650150635,0.1778816012353644,0.7735,2000,0
gpt2,gpt2-xl,40,19,49,0.8541666666666666,-0.1096938775510204,0.4530721080659482,0.8950466860665867,-0.4158982398151657,0.2274268820413768,0.7495,2000,1
gpt2,gpt2-xl,40,20,49,0.8541666666666666,-0.23918367346938776,0.09788682364687593,0.6242555006114912,-0.4851484901686608,0.04900222103712508,0.954,2000,0
gpt2,gpt2-xl,40,21,49,0.8541666666666666,-0.02683673469387755,0.8547662856525633,0.9948068615673535,-0.3104606540582783,0.2659104741162482,0.582,2000,0
gpt2,gpt2-xl,40,22,49,0.8541666666666666,-0.33683673469387754,0.017952027157443946,0.45145929136008256,-0.5727946573692492,-0.03321551624988738,0.986,2000,32
gpt2,gpt2-xl,40,23,49,0.8541666666666666,-0.12744897959183674,0.38283840632436894,0.8615253485520745,-0.4302748920096209,0.18336075402743465,0.798,2000,1
gpt2,gpt2-xl,40,24,49,0.8541666666666666,-0.03336734693877551,0.8199533075800243,0.9948068615673535,-0.3304042341391234,0.26306281224594147,0.6045,2000,3
gpt2,gpt2-xl,41,0,49,0.875,0.059081632653061225,0.6867661220658329,0.9495349920908888,-0.2569718266143599,0.3606685759256588,0.3585,2000,0
gpt2,gpt2-xl,41,1,49,0.875,-0.004795918367346939,0.9739098872457992,0.9949387402191497,-0.30389074628637563,0.28566790435535666,0.5215,2000,0
gpt2,gpt2-xl,41,2,49,0.875,-0.08530612244897959,0.5600337122402496,0.9250505465349528,-0.352128801361587,0.20699767103920352,0.725,2000,1
gpt2,gpt2-xl,41,3,49,0.875,-0.24153061224489797,0.09453945630369148,0.6242555006114912,-0.49074015839630786,0.04317148239572612,0.957,2000,0
gpt2,gpt2-xl,41,4,49,0.875,0.007346938775510204,0.9600414502173088,0.9949387402191497,-0.27838376990058256,0.3073808852457388,0.4885,2000,3
gpt2,gpt2-xl,41,5,49,0.875,-0.12683673469387755,0.3851470248336977,0.8615253485520745,-0.3761492085100322,0.14222346812449305,0.8185,2000,0
gpt2,gpt2-xl,41,6,49,0.875,-0.0373469387755102,0.798901859224157,0.9948068615673535,-0.34287433434626136,0.28612406422372166,0.5905,2000,1
gpt2,gpt2-xl,41,7,49,0.875,-0.08010204081632653,0.5842964803759062,0.9298733814794471,-0.36559575457370225,0.2150689585322011,0.706,2000,1
gpt2,gpt2-xl,41,8,49,0.875,-0.19693877551020408,0.17500086877303678,0.6748356863611334,-0.4498425220882055,0.07903706863721545,0.9095,2000,0
gpt2,gpt2-xl,41,9,49,0.875,-0.19673469387755102,0.1754572784538947,0.6748356863611334,-0.4656677560810517,0.10753351756095784,0.91,2000,1
gpt2,gpt2-xl,41,10,49,0.875,0.16704081632653062,0.2513062749690131,0.789009313130107,-0.16855316973415133,0.45383468489981166,0.152,2000,0
gpt2,gpt2-xl,41,11,49,0.875,0.14153061224489796,0.3320299986294147,0.8229737561957627,-0.16308493152311,0.41690281316086353,0.189,2000,1
gpt2,gpt2-xl,41,12,49,0.875,-0.28438775510204084,0.04765574500297457,0.543716825889062,-0.5313283558045323,0.00441843130741627,0.9735,2000,19
gpt2,gpt2-xl,41,13,49,0.875,-0.06979591836734694,0.6336892238353057,0.9360689842114573,-0.32780132056758937,0.21520273046851704,0.6925,2000,10
gpt2,gpt2-xl,41,14,49,0.875,0.025306122448979593,0.8629678783138739,0.9948068615673535,-0.29627061530546805,0.3364265644955299,0.4255,2000,0
gpt2,gpt2-xl,41,15,49,0.875,-0.10704081632653062,0.46413812909433405,0.8950466860665867,-0.3898823223208132,0.20366301239653617,0.756,2000,0
gpt2,gpt2-xl,41,16,49,0.875,0.034183673469387756,0.8156242955360955,0.9948068615673535,-0.27848405670068394,0.33036120656466983,0.4325,2000,4
gpt2,gpt2-xl,41,17,49,0.875,-0.06489795918367347,0.657747104701326,0.9430066017223312,-0.3734165027512598,0.2559681460334401,0.6595,2000,0
gpt2,gpt2-xl,41,18,49,0.875,0.013673469387755101,0.9257067875559437,0.9948068615673535,-0.2695862681263908,0.3099284169912844,0.463,2000,0
gpt2,gpt2-xl,41,19,49,0.875,-0.15163265306122448,0.2983136765452373,0.8095821864390715,-0.41484862299595293,0.16233231454085004,0.8505,2000,0
gpt2,gpt2-xl,41,20,49,0.875,0.25887755102040816,0.07247565807982669,0.5657107527061812,-0.027891786244259042,0.5330427546143854,0.0355,2000,0
gpt2,gpt2-xl,41,21,49,0.875,-0.2429591836734694,0.09254581941711257,0.6242555006114912,-0.4993235229724733,0.05804167515590878,0.943,2000,0
gpt2,gpt2-xl,41,22,49,0.875,-0.03877551020408163,0.7913784706786178,0.9892230883482722,-0.31709527406192867,0.24307651773657024,0.612,2000,1
gpt2,gpt2-xl,41,23,49,0.875,0.003979591836734694,0.9783495944304288,0.9949387402191497,-0.2842584745496935,0.2946334712983016,0.478,2000,0
gpt2,gpt2-xl,41,24,49,0.875,-0.05673469387755102,0.6986061901743154,0.9495349920908888,-0.3271011803914613,0.20740840705484867,0.6335,2000,2
gpt2,gpt2-xl,42,0,49,0.8958333333333334,-0.12846938775510205,0.3790089933257571,0.8615253485520745,-0.4134003657684868,0.1783883356369106,0.8035,2000,0
gpt2,gpt2-xl,42,1,49,0.8958333333333334,-0.10224489795918368,0.48450621658927906,0.9098708292756414,-0.39736794337492387,0.18550892348943704,0.7575,2000,4
gpt2,gpt2-xl,42,2,49,0.8958333333333334,-0.2736734693877551,0.057071573507715787,0.5464439964604917,-0.533672266776245,0.01793260676714897,0.9705,2000,1
gpt2,gpt2-xl,42,3,49,0.8958333333333334,0.11316326530612245,0.4388212781477877,0.8950466860665867,-0.19342501937146847,0.3971373853132778,0.2285,2000,0
gpt2,gpt2-xl,42,4,49,0.8958333333333334,0.1463265306122449,0.31573705271123786,0.8095821864390715,-0.17680027800728423,0.4453544173276427,0.201,2000,0
gpt2,gpt2-xl,42,5,49,0.8958333333333334,0.21357142857142858,0.14062518387731993,0.656429967664478,-0.06153553272954091,0.45516205183384734,0.076,2000,0
gpt2,gpt2-xl,42,6,49,0.8958333333333334,-0.08826530612244898,0.5464515139087024,0.9250505465349528,-0.39037104691633934,0.19872481833176545,0.7285,2000,0
gpt2,gpt2-xl,42,7,49,0.8958333333333334,-0.07489795918367347,0.6090216325851676,0.9333664867205634,-0.3723804620890042,0.2705468713099459,0.6725,2000,0
gpt2,gpt2-xl,42,8,49,0.8958333333333334,-0.062448979591836734,0.6699079138616363,0.9469102526064871,-0.3505009190128203,0.25108692291220985,0.6725,2000,0
gpt2,gpt2-xl,42,9,49,0.8958333333333334,0.02193877551020408,0.8810605894579352,0.9948068615673535,-0.2678457315721937,0.29493712942138617,0.452,2000,4
gpt2,gpt2-xl,42,10,49,0.8958333333333334,0.23265306122448978,0.10768407385548222,0.6242555006114912,-0.06781182072585941,0.4931949566429345,0.0705,2000,1
gpt2,gpt2-xl,42,11,49,0.8958333333333334,0.0012244897959183673,0.9933376203920792,0.9986101083339906,-0.3179053646409711,0.31042470814291007,0.498,2000,0
gpt2,gpt2-xl,42,12,49,0.8958333333333334,0.26581632653061227,0.06488554185480845,0.5464439964604917,-0.0181006376086493,0.4936107866238123,0.0315,2000,0
gpt2,gpt2-xl,42,13,49,0.8958333333333334,-0.1446938775510204,0.3212255607973433,0.8141027407032195,-0.4446246073386781,0.17729481940155561,0.8195,2000,0
gpt2,gpt2-xl,42,14,49,0.8958333333333334,-0.2919387755102041,0.04181140295287828,0.5068048842773125,-0.5089988957495996,-0.019644050436219897,0.9825,2000,1
gpt2,gpt2-xl,42,15,49,0.8958333333333334,-0.15193877551020407,0.2973278219880988,0.8095821864390715,-0.42608713711053864,0.14923944387588062,0.852,2000,0
gpt2,gpt2-xl,42,16,49,0.8958333333333334,0.010408163265306122,0.9434151154771679,0.9948176757853305,-0.295296719267496,0.3124280806994028,0.48,2000,0
gpt2,gpt2-xl,42,17,49,0.8958333333333334,-0.020510204081632653,0.8887550205302489,0.9948068615673535,-0.3265990024352124,0.2952489840908462,0.565,2000,0
gpt2,gpt2-xl,42,18,49,0.8958333333333334,0.013673469387755101,0.9257067875559437,0.9948068615673535,-0.2851187615599176,0.303494194229948,0.4805,2000,0
gpt2,gpt2-xl,42,19,49,0.8958333333333334,-0.022244897959183673,0.8794131707514715,0.9948068615673535,-0.3104469259900594,0.264571823312558,0.561,2000,5
gpt2,gpt2-xl,42,20,49,0.8958333333333334,-0.1773469387755102,0.22281681510596207,0.7563334841094376,-0.4276147000449571,0.11794501712770875,0.8725,2000,30
gpt2,gpt2-xl,42,21,49,0.8958333333333334,0.007244897959183674,0.9605959901710166,0.9949387402191497,-0.2813125757557454,0.306655549196245,0.4715,2000,1
gpt2,gpt2-xl,42,22,49,0.8958333333333334,0.23438775510204082,0.10501130250581557,0.6242555006114912,-0.06823534003239227,0.5134681322593053,0.062,2000,1
gpt2,gpt2-xl,42,23,49,0.8958333333333334,-0.07214285714285715,0.6222910136186796,0.9360689842114573,-0.3521946126028924,0.21517751635930066,0.685,2000,2
gpt2,gpt2-xl,42,24,49,0.8958333333333334,-0.11510204081632654,0.43096745358421734,0.8950466860665867,-0.4276274487367982,0.2050939923690884,0.764,2000,0
gpt2,gpt2-xl,43,0,49,0.9166666666666666,-0.23795918367346938,0.09966926979926231,0.6242555006114912,-0.5044546610451557,0.06636652454702362,0.935,2000,2
gpt2,gpt2-xl,43,1,49,0.9166666666666666,0.030918367346938775,0.8329717395677054,0.9948068615673535,-0.27284934845909475,0.3264198198457851,0.416,2000,0
gpt2,gpt2-xl,43,2,49,0.9166666666666666,-0.19755102040816327,0.1736367849445564,0.6748356863611334,-0.44699719490804973,0.08821116334199407,0.919,2000,0
gpt2,gpt2-xl,43,3,49,0.9166666666666666,0.015510204081632653,0.9157609357990619,0.9948068615673535,-0.2882800895362877,0.2986529852066576,0.4875,2000,1
gpt2,gpt2-xl,43,4,49,0.9166666666666666,-0.15816326530612246,0.27773951176879,0.8095821864390715,-0.42807519411524314,0.13342206947631247,0.8505,2000,5
gpt2,gpt2-xl,43,5,49,0.9166666666666666,-0.06622448979591837,0.651196165938036,0.9430066017223312,-0.31507370957174985,0.20228182762306315,0.6915,2000,0
gpt2,gpt2-xl,43,6,49,0.9166666666666666,-0.3309183673469388,0.02020677412939314,0.45145929136008256,-0.5503064308175141,-0.08355398394055012,0.995,2000,0
gpt2,gpt2-xl,43,7,49,0.9166666666666666,-0.04346938775510204,0.7667942849013446,0.9743827441791737,-0.3361682982471197,0.2532848561778852,0.6145,2000,33
gpt2,gpt2-xl,43,8,49,0.9166666666666666,-0.2013265306122449,0.16539448373551244,0.6700306839945688,-0.46189170934832496,0.06540623439588594,0.924,2000,3
gpt2,gpt2-xl,43,9,49,0.9166666666666666,-0.21908163265306121,0.13042647069081534,0.6488566022977875,-0.4992152827365036,0.09319227553690944,0.906,2000,13
gpt2,gpt2-xl,43,10,49,0.9166666666666666,0.08959183673469388,0.5404146501944503,0.9250505465349528,-0.17595169590253862,0.34760787279732025,0.2675,2000,0
gpt2,gpt2-xl,43,11,49,0.9166666666666666,-0.17581632653061224,0.22690004523283125,0.7563334841094376,-0.43370551469381563,0.10237490519171119,0.898,2000,0
gpt2,gpt2-xl,43,12,49,0.9166666666666666,-0.17112244897959183,0.23974279288728553,0.7796513589830424,-0.44353518695442484,0.09686803008484068,0.8835,2000,0
gpt2,gpt2-xl,43,13,49,0.9166666666666666,-0.09255102040816326,0.5270652263200876,0.9250505465349528,-0.3564872926157058,0.19403091842579293,0.7565,2000,0
gpt2,gpt2-xl,43,14,49,0.9166666666666666,-0.31183673469387757,0.0291674362291616,0.45145929136008256,-0.5499483992195122,-0.04262759601020034,0.984,2000,0
gpt2,gpt2-xl,43,15,49,0.9166666666666666,-0.06836734693877551,0.6406688994405452,0.9369750581617018,-0.3216120144008195,0.18841794401184564,0.693,2000,1
gpt2,gpt2-xl,43,16,49,0.9166666666666666,-0.1246938775510204,0.3932917950107105,0.8699255144285166,-0.40574879838940553,0.19650549482232182,0.792,2000,0
gpt2,gpt2-xl,43,17,49,0.9166666666666666,-0.02,0.8915055290126578,0.9948068615673535,-0.31307461865780845,0.2871074400348473,0.5585,2000,0
gpt2,gpt2-xl,43,18,49,0.9166666666666666,0.1570408163265306,0.28120743174910223,0.8095821864390715,-0.13958958153481443,0.44154527834402785,0.1695,2000,1
gpt2,gpt2-xl,43,19,49,0.9166666666666666,-0.07816326530612244,0.5934549368429651,0.9300224730302918,-0.35346654561267427,0.2028671842634382,0.699,2000,0
gpt2,gpt2-xl,43,20,49,0.9166666666666666,-0.0763265306122449,0.6021895512871139,0.9300224730302918,-0.355345950791406,0.20321670657281385,0.714,2000,1
gpt2,gpt2-xl,43,21,49,0.9166666666666666,-0.126734693877551,0.3855325934770534,0.8615253485520745,-0.41478248365170234,0.17273263916681153,0.792,2000,0
gpt2,gpt2-xl,43,22,49,0.9166666666666666,-0.2276530612244898,0.11567981855332603,0.6274979839340716,-0.4930110361538099,0.060235757103799296,0.9375,2000,0
gpt2,gpt2-xl,43,23,49,0.9166666666666666,0.01193877551020408,0.9351104461481685,0.9948068615673535,-0.2896747128377204,0.31335423913353727,0.487,2000,0
gpt2,gpt2-xl,43,24,49,0.9166666666666666,-0.18520408163265306,0.2026577781359374,0.7191665383255466,-0.47305007719295145,0.11196904404748577,0.882,2000,0
gpt2,gpt2-xl,44,0,49,0.9375,0.1909183673469388,0.18882834841363433,0.6993642533838309,-0.089584434248952,0.44082192622342237,0.095,2000,4
gpt2,gpt2-xl,44,1,49,0.9375,0.1929591836734694,0.1840564067390535,0.6945524782605792,-0.11595135209783096,0.46987778730541285,0.1065,2000,6
gpt2,gpt2-xl,44,2,49,0.9375,-0.08520408163265306,0.5605048731246708,0.9250505465349528,-0.37573312154900174,0.22338396991333465,0.715,2000,7
gpt2,gpt2-xl,44,3,49,0.9375,0.07806122448979592,0.593938717580845,0.9300224730302918,-0.21223102785373957,0.36263859792550196,0.304,2000,0
gpt2,gpt2-xl,44,4,49,0.9375,-0.2176530612244898,0.13301560347104643,0.6488566022977875,-0.48646305285997876,0.09878740886052192,0.9145,2000,0
gpt2,gpt2-xl,44,5,49,0.9375,-0.21275510204081632,0.1421852063942717,0.656429967664478,-0.4879973422199289,0.08108890425500018,0.923,2000,0
gpt2,gpt2-xl,44,6,49,0.9375,-0.04989795918367347,0.733494316510297,0.9588161000134601,-0.36607690412320837,0.2618489982050756,0.6375,2000,8
gpt2,gpt2-xl,44,7,49,0.9375,0.11112244897959184,0.44717373086154677,0.8950466860665867,-0.16778843089227027,0.36007574465610215,0.2255,2000,1
gpt2,gpt2-xl,44,8,49,0.9375,-0.25724489795918365,0.07435995498468045,0.5657107527061812,-0.5145323711006393,0.021624440900679914,0.962,2000,0
gpt2,gpt2-xl,44,9,49,0.9375,0.025306122448979593,0.8629678783138739,0.9948068615673535,-0.2502306303168033,0.29904264560249144,0.432,2000,0
gpt2,gpt2-xl,44,10,49,0.9375,-0.05163265306122449,0.7245882767814482,0.9588161000134601,-0.33358184017922077,0.22416435730259923,0.645,2000,25
gpt2,gpt2-xl,44,11,49,0.9375,-0.04479591836734694,0.7598864113022161,0.9743827441791737,-0.312349032839621,0.24108869419897538,0.61,2000,0
gpt2,gpt2-xl,44,12,49,0.9375,0.01183673469387755,0.935663887992878,0.9948068615673535,-0.2813045447550361,0.29022561024602983,0.4905,2000,2
gpt2,gpt2-xl,44,13,49,0.9375,0.011326530612244898,0.9384315433479354,0.9948068615673535,-0.2739271482578931,0.328806044172501,0.4645,2000,24
gpt2,gpt2-xl,44,14,49,0.9375,-0.2676530612244898,0.0629864964104128,0.5464439964604917,-0.5070894804721078,-0.001856121381321811,0.975,2000,0
gpt2,gpt2-xl,44,15,49,0.9375,0.1469387755102041,0.3136943197999573,0.8095821864390715,-0.14094174866760364,0.4082077160757402,0.1615,2000,0
gpt2,gpt2-xl,44,16,49,0.9375,-0.05826530612244898,0.6908761515175967,0.9495349920908888,-0.33507764599329376,0.21981532430633985,0.679,2000,0
gpt2,gpt2-xl,44,17,49,0.9375,-0.013877551020408163,0.9246011100138914,0.9948068615673535,-0.3147285870705294,0.2916831127533157,0.5155,2000,0
gpt2,gpt2-xl,44,18,49,0.9375,0.06489795918367347,0.657747104701326,0.9430066017223312,-0.2624471088017788,0.38793271901574616,0.3515,2000,0
gpt2,gpt2-xl,44,19,49,0.9375,-0.16306122448979593,0.26293762674190446,0.8095821864390715,-0.4143875874754223,0.10121710334900084,0.8905,2000,8
gpt2,gpt2-xl,44,20,49,0.9375,-0.5010204081632653,0.00024568058924989244,0.05151585298329749,-0.7246859204009547,-0.23704717195724467,0.9995,2000,3
gpt2,gpt2-xl,44,21,49,0.9375,0.07948979591836734,0.5871817431159306,0.9298733814794471,-0.21982648295438537,0.36034464229818874,0.3115,2000,0
gpt2,gpt2-xl,44,22,49,0.9375,-0.2246938775510204,0.12062019852669595,0.6274979839340716,-0.4895110419712798,0.07179130235083726,0.933,2000,0
gpt2,gpt2-xl,44,23,49,0.9375,-0.15193877551020407,0.2973278219880988,0.8095821864390715,-0.4406715873427542,0.16722972800342664,0.8305,2000,4
gpt2,gpt2-xl,44,24,49,0.9375,0.001836734693877551,0.9900065710613214,0.9986101083339906,-0.3054906150730924,0.31423857910227826,0.5075,2000,0
gpt2,gpt2-xl,45,0,49,0.9583333333333334,-0.4995918367346939,0.0002575792649164875,0.05151585298329749,-0.710613114827295,-0.2334081440354994,1.0,2000,0
gpt2,gpt2-xl,45,1,49,0.9583333333333334,-0.10714285714285714,0.46370983907830415,0.8950466860665867,-0.36729312474920706,0.17604461395587212,0.7705,2000,1
gpt2,gpt2-xl,45,2,49,0.9583333333333334,-0.3037755102040816,0.03384085666017568,0.45145929136008256,-0.5669750622376292,-0.0036895142709508196,0.977,2000,0
